!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,BATCH (DOME) ID,,,Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,DOME ID for Batch DOME,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,"Transpiration, cumulative from planting to harvest","Evaporation,soil, cumulative from planting to harvest"
!,text,text,text,text,text,text,number,number,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,BATCH_DOME,BATCH_RUN#,RUN#,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,BDID,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCP_S,ESCP_S
*,,"KURN001_1__11","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",11,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1990-08-25,1990-09-24,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","591","1182","1990-11-06","1990-12-20","1990-12-28","1.0","405.4","222.0","39","2","",""
*,,"KURN001_1__12","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",12,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1991-08-22,1991-09-21,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","749","1612","1991-11-04","1991-12-19","1991-12-27","1.3","221.6","224.4","64","0","",""
*,,"KURN001_1__13","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",13,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1992-08-30,1992-09-29,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","99","341","1992-11-12","1992-12-19","1992-12-27","0.6","167.1","174.1","30","0","",""
*,,"KURN001_1__14","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",14,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1993-08-21,1993-09-20,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","870","1578","1993-11-02","1993-12-20","1993-12-28","0.9","467.5","278.8","63","0","",""
*,,"KURN001_1__15","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",15,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1994-09-05,1994-10-05,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","244","662","1994-11-16","1994-12-25","1995-01-02","0.9","225.3","191.4","36","0","",""
*,,"KURN001_1__16","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",16,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1995-08-26,1995-09-25,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","660","1401","1995-11-07","1995-12-22","1995-12-30","1.1","260.7","235.3","52","5","",""
*,,"KURN001_1__17","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",17,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1996-08-27,1996-09-26,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","875","1676","1996-11-07","1996-12-24","1997-01-01","1.2","459.6","252.0","53","10","",""
*,,"KURN001_1__18","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",18,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1997-08-24,1997-09-23,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","519","1241","1997-11-06","1997-12-22","1997-12-30","1.1","270.5","211.0","36","8","",""
*,,"KURN001_1__19","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",19,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1998-08-22,1998-09-21,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","602","1261","1998-11-02","1998-12-17","1998-12-25","1.1","416.8","288.1","50","9","",""
*,,"KURN001_1__20","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",20,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",1999-09-20,1999-10-20,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","0","16","1999-12-03","2000-01-08","2000-01-16","0.0","13.0","35.7","0","0","",""
*,,"KURN001_1__21","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",21,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",2000-08-30,2000-09-29,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","284","736","2000-11-11","2000-12-22","2000-12-30","0.9","150.6","193.2","35","0","",""
*,,"KURN001_1__22","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",22,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",2001-08-22,2001-09-21,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","673","1385","2001-11-03","2001-12-18","2001-12-26","1.0","487.0","264.5","51","5","",""
*,,"KURN001_1__23","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",23,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",2002-09-16,2002-10-16,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","187","444","2002-11-28","2003-01-08","2003-01-16","0.5","41.0","133.2","23","0","",""
*,,"KURN001_1__24","KURNOOL------FERTILITY2","KURNOOL-----ISFX-RCP8.5_MID","","","",24,"","ISFX",1,"KURNOOL","",,,AgMIP,0,INKK,KUR0000002,15.8427,78.0322,"Chickpea",GF0005,"JG-11",2003-08-30,2003-09-29,,,,,,"",1,41,0,0,,,"","9dd3e8cb72385e6ec78d9f319d5f1f30764146dfce073621ba7fd2170eced59c","a717ab602097127ab2b18f594bcdee1f1a725440bcfa91e1bb9f36e6c14d58f9","7ab4aab0019bf6592b2eabee01639217e3b882132c8ff02873d7ec47774e27b8","9cb287fa0cc51c6e2857ec7b03ccbadacbb094540a285fcf18c281c82428bda9","ef4482bfa92555efc9d36d92ffc8fd1fc5f0e012106f5c75a7aabc5cf01fd8d9","","",DSSAT,"DSSAT CRGRO045 Ver. 4.5.1.023 -Stub","203","563","2003-11-11","2003-12-20","2003-12-28","0.7","159.9","177.6","31","0","",""
